,title,anime_id,type,source,episodes,status,airing,duration,rating,score,scored_by,rank,popularity,members,favorites,licensor,0,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,year
13250,Hirune Hime: Shiranai Watashi no Monogatari,33204,4,14,1,2,1,110.0,6,7.11,4526,3162.0,2651,20375,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,MiniGARO Manner Movie,34630,4,14,2,2,1,2.0,5,4.38,16,11267.0,13015,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13252,Anime Tenchou,3080,5,9,1,2,1,2.0,5,6.08,3834,7128.0,4227,7208,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13253,Inu to Hasami wa Tsukaiyou,17831,6,10,12,2,1,24.0,6,6.67,42320,4886.0,980,86491,173,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013
13254,Marumofubiyori,35349,2,14,12,1,0,2.0,5,5.71,14,11186.0,12450,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13255,Kurumiwari Ningyou (2014),26043,4,15,1,2,1,80.0,5,4.6,15,11019.0,11212,203,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13256,Shadow Skill,3005,5,15,1,2,1,51.0,2,6.72,1425,4674.0,5474,3731,6,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13257,Neko no Dayan: Nihon e Iku,31562,6,4,12,2,1,25.523345765989777,5,6.44,16,11435.0,11296,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
13258,Mayo Chiki!,10110,6,10,13,2,1,24.0,1,7.48,147992,1699.0,260,263531,1499,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
13259,Ryuu no Haisha,34549,3,14,2,2,1,46.0,6,7.56,8963,1473.0,2408,24114,65,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13260,Yakata: Kannou Kitan,27363,5,12,2,2,1,30.0,3,6.81,1235,0.0,5505,3687,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13261,Kero Kero Keroppi no Bokura no Ohimesama,36591,5,15,1,2,1,27.0,5,5.43,7,10832.0,14224,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13262,Danchigai,30127,6,6,12,2,1,3.0,6,6.63,27516,5052.0,1449,54616,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
13263,Final Fantasy VII: Last Order,408,3,11,1,2,1,25.0,6,7.42,32800,1927.0,1476,52990,138,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13264,Hello Kitty no Circus ga Yatte Kita,22455,5,15,1,2,1,27.0,5,6.17,53,6856.0,11581,173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13265,Akuma no Kimuraa-hen,37706,3,14,1,2,1,30.0,5,6.88,354,3979.0,8420,928,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13266,Doraemon: It&#039;s Autumn!,2637,3,15,1,2,1,23.0,4,6.46,224,5752.0,8997,676,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13267,Di Gi Charat Tsuyu Specials,1758,3,15,2,2,1,12.0,5,6.7,350,4748.0,8028,1139,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13268,Mobile Suit SD Gundam Mk I,2302,3,15,3,2,1,10.0,4,6.45,1202,5804.0,6117,2812,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13269,Little Witch Academia,14349,4,14,1,2,1,26.0,6,7.96,110808,601.0,412,185095,1020,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13270,Monster Extra,1109,3,13,1,2,1,24.0,2,6.74,2993,4591.0,4226,7218,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13271,Hana no Ko Lunlun,2230,6,14,50,2,1,24.0,5,6.97,816,3671.0,6248,2657,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1979
13272,"Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi, Hidari, Migi",30927,5,15,1,2,1,13.0,5,5.4,5,10329.0,13752,63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13273,Tales of Vesperia: The First Strike,6046,4,11,1,2,1,110.0,6,7.73,17062,1050.0,1897,36182,149,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13274,Strobe Light,24179,1,15,1,2,1,5.0,5,6.04,307,7267.0,9605,482,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13275,Azuki-chan,1893,6,13,117,2,1,24.0,5,6.83,628,4176.0,7197,1707,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1995
13276,Survivor,32852,1,7,1,2,1,4.0,4,4.77,64,9228.0,12588,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13277,Morita-san wa Mukuchi.,10671,6,6,13,2,1,3.0,6,6.6,8029,5218.0,2869,17291,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011
13278,Karakuri no Kimi,1658,5,15,1,2,1,39.0,1,6.64,1555,5014.0,5474,3723,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13279,Fault!! Service: Aratanaru Rival,16638,5,12,1,2,1,26.0,3,7.11,2600,0.0,4364,6558,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13280,Cleopatra,2755,4,15,1,2,1,113.0,3,5.81,841,0.0,6489,2387,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13281,Garo: Guren no Tsuki Special,33709,3,14,1,2,1,23.0,6,6.24,499,6618.0,6992,1886,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13282,Gattai Robot Atranger,12451,5,15,1,2,1,15.0,0,4.37,19,10188.0,11822,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13283,Dash! Yonkurou,3116,6,13,25,2,1,24.0,5,7.04,541,3404.0,8061,1122,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1989
13284,Nanaka 6/17,776,6,13,12,2,1,25.0,6,6.71,2703,4720.0,4380,6486,14,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2003
13285,Kiss x Sis,5042,5,13,12,2,1,24.0,1,7.19,87038,2849.0,471,171735,977,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,DinoZone,3499,5,15,5,2,1,20.0,5,5.77,302,7857.0,8763,769,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13287,Sheep in the Island,25979,3,14,2,2,1,9.0,5,4.75,40,12024.0,12712,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13288,Shuffle! Prologue,7396,5,12,1,2,1,8.0,6,6.84,5161,4167.0,3334,12742,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13289,Houkago Renai Club: Koi no Étude,4818,5,15,2,2,1,30.0,3,5.27,208,0.0,8647,821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13290,Transformers Superlink Special,9528,3,15,1,2,1,24.0,6,5.96,190,7447.0,9448,520,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13291,Pankunchi,5260,2,15,10,2,1,1.0,5,5.88,66,7630.0,10806,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13292,Omoi no Kakera,32190,3,14,1,2,1,24.0,6,6.62,1865,5126.0,5414,3822,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13293,Hakusai Anime,19495,2,15,3,2,1,4.0,4,5.38,34,10308.0,10262,336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13294,Ginyuu Mokushiroku Meine Liebe,336,6,12,13,2,1,24.0,6,6.5,3115,5600.0,3631,10316,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2004
13295,High School Fleet,31500,6,14,12,2,1,24.0,6,7.33,24628,2306.0,1355,59878,478,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13296,BanG Dream!,33573,6,13,13,2,1,24.0,6,6.84,6988,4131.0,2586,21310,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
13297,Cheer Danshi!!,32483,6,8,12,2,1,24.0,6,6.84,14143,4136.0,1805,39102,85,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13298,Koihime†Musou OVA Omake,15093,3,12,1,2,1,12.0,1,6.38,332,6078.0,7862,1235,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13299,Scripta Volant,33318,4,3,1,2,1,13.0,5,5.57,23,11982.0,13819,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13300,Houkago no Pleiades,9911,2,14,4,2,1,6.0,5,6.19,7782,6789.0,3083,14904,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,Qin Shi Ming Yue Zhi: Luosheng Tangxia,29937,2,8,1,2,1,18.0,6,6.27,52,6524.0,10739,258,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13302,Natsume Yuujinchou Go Specials,34534,3,13,2,2,1,23.0,6,8.38,6595,177.0,2960,16251,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
13303,Fairy Forest Remi-chan,4601,5,15,1,2,1,23.0,3,4.84,491,0.0,7687,1340,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13304,Akiba-chan,5304,6,15,10,2,1,5.0,5,5.33,644,8626.0,7342,1576,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
13305,J League wo 100-bai Tanoshiku Miru Houhou!!,27561,4,15,1,2,1,105.0,5,4.22,9,10611.0,13066,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13306,Ane to Boin,2411,5,12,2,2,1,30.0,3,6.79,3469,0.0,4027,8023,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13307,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,30056,3,10,7,2,1,4.0,6,6.64,9512,5002.0,2589,21214,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308,Cosmo Police Justy,2056,5,13,1,2,1,44.0,6,5.7,598,7969.0,7737,1305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
13309,Osake wa Fuufu ni Natte kara,35484,6,5,13,2,1,3.0,6,6.94,27055,3790.0,1275,63967,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
13310,Duan Nao 2,35211,2,9,12,0,1,12.0,2,0.0,0,0.0,9910,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13311,Toyama Kankou Anime Project,10511,3,14,6,2,1,5.0,5,5.49,191,8396.0,8892,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13312,Isewan Taifuu Monogatari,25305,4,15,1,2,1,85.0,5,7.65,17,10590.0,11768,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13313,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,28547,5,15,1,2,1,12.0,5,5.57,7,11511.0,13281,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13314,Shiki,7724,6,8,22,2,1,22.0,2,7.91,149302,687.0,176,327807,5705,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2010
13315,Kyoukai no Rinne (TV) 2nd Season,31610,6,13,25,2,1,24.0,6,7.27,7819,2528.0,2504,22481,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2016
13316,Teekyuu 8,33811,6,13,12,2,1,2.0,6,6.78,4125,4427.0,3987,8229,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016
13317,Machine Robo: Butchigiri Battle Hackers,16131,6,15,31,2,1,25.0,6,6.25,54,6583.0,10313,328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
13318,Super GALS! Kotobuki Ran,1728,6,13,52,2,1,24.0,6,7.52,4815,1587.0,3384,12197,152,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2001
13319,Queen&#039;s Blade: Rurou no Senshi Specials,6704,3,9,6,2,1,3.0,1,6.08,4848,7156.0,3551,10890,5,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13320,Terra e...,2560,4,13,1,2,1,111.0,6,6.57,2164,5350.0,4515,6050,9,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13321,Parade Parade,1390,5,13,2,2,1,35.0,3,6.1,779,0.0,6927,1938,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13322,Danball Senki W,12651,6,11,58,2,1,20.0,5,7.28,1092,2482.0,6108,2822,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
13323,Soukou Kihei Votoms: Big Battle,2584,5,14,1,2,1,1.0,6,6.83,996,4211.0,6765,2086,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13324,Gene Diver,4470,6,14,56,2,1,15.0,6,6.5,34,10203.0,10542,286,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
13325,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,32863,2,13,8,2,1,5.0,6,7.91,5093,670.0,2597,21136,76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13326,Yousei Land Mukashibanashi,35383,6,4,12,2,1,10.0,4,4.03,95,9448.0,10165,353,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
13327,Kage,29677,4,14,1,2,1,3.0,5,4.34,44,10682.0,11783,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13328,Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,33658,3,14,1,2,1,13.0,6,6.92,459,3837.0,6789,2061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13329,Burn Up Scramble,693,6,14,12,2,1,24.0,2,6.29,2298,6429.0,4330,6693,2,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004
13330,Sekisou-tai,34718,4,14,1,2,1,25.523345765989777,5,3.67,3,11998.0,14322,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13331,To LOVE-Ru Darkness 2nd Specials,31711,3,13,2,2,1,23.0,1,7.83,21606,834.0,1735,41489,87,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13332,Bao Lian Deng,7752,4,9,1,2,1,94.0,5,6.34,101,6214.0,10393,311,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13333,Doubutsu Takarajima,3842,4,8,1,2,1,75.0,5,6.6,401,5190.0,8057,1125,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13334,Issunboushi no Shusse,3930,4,14,1,2,1,1.0,5,4.64,491,9297.0,8563,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13335,Hagure Yuusha no Aesthetica: Hajirai Ippai,15729,3,15,6,2,1,4.0,1,6.73,12324,4622.0,2306,25825,29,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,Aftermath,33326,1,14,1,2,1,5.0,5,6.12,454,7016.0,8912,708,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,Kishin Houkou Demonbane (TV),1067,6,12,12,2,1,25.0,2,6.66,10633,4935.0,2155,29045,41,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
13338,Karuizawa Syndrome,6366,5,15,1,2,1,76.0,1,6.05,42,10785.0,11075,215,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13339,Animation de Tsutaeru: Hibakusha kara no Tegami,36127,3,9,2,2,1,5.0,5,6.24,29,9604.0,12334,131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,Candy Boy Episode: EX01 - Mirai Yohouzu,5116,5,14,1,2,1,7.0,6,6.99,11191,3588.0,2726,19221,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13341,Si Ling Bianma: Zhi Shijie Caozong Zhe,33508,2,14,12,2,1,9.0,2,5.53,195,8328.0,8090,1104,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
